,activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z
1914103,11,88.0,34.125,-16.7027,-3.27598,-0.583921,0.431491,-0.993489,0.374888,20.6226,-7.80513,-28.305,36.6875,4.56265,9.08696,-4.82214,0.229218,0.395935,0.250756,19.3302,-27.5113,18.3306,35.1875,9.79151,1.35252,-1.2748,0.0703861,-0.0329667,-0.458159,-30.9602,13.02,-29.2096
1727364,2,129.0,33.9375,-1.6085,14.32,7.35727,1.16518,-0.521248,0.381332,2.4882,-26.8267,-42.9822,37.3125,1.37923,11.793,-7.0957,-0.264263,-0.112402,-0.31152,-11.336,-39.4019,15.0827,34.0625,10.7512,14.2352,-8.09808,0.682306,0.350311,1.78265,-39.7709,17.6113,25.2176
331061,7,172.0,30.375,8.7085,1.80612,0.279907,0.173163,-2.48353,-0.894053,14.633,-65.214,-3.23083,33.6875,1.42638,1.39745,-1.94989,-1.17553,-2.03795,1.2898,-21.6553,-61.4946,-4.49726,33.0625,12.6273,-3.2642,-0.676809,0.76261,-2.16106,8.43775,-60.0916,-11.7993,29.8961
2065611,0,112.0,30.1875,-3.92382,2.98089,1.74168,-1.08161,0.314314,2.79718,38.9965,-23.9267,-29.688,35.625,-0.437065,4.42344,-0.831859,-0.132244,-0.00715367,-0.174241,19.1202,-36.787,16.2668,34.5,11.3595,3.14163,-3.04494,-0.933277,-0.0381076,-0.4254,-42.9618,-14.5906,9.64217
2381423,10,89.0,33.0625,-6.12712,7.56771,-0.654527,0.00829947,-0.0230585,-0.0346576,36.5005,-31.84,-0.632709,38.1875,0.455677,9.49576,-2.03252,0.00588512,-0.0383057,-0.0237157,2.16187,-38.2236,15.3109,32.3125,9.51921,0.227092,-2.73701,-0.00898195,-0.0250403,-0.0147964,-59.2608,23.8718,28.5457
1182113,4,116.0,33.5625,-6.89445,7.67692,6.60773,2.24792,-1.90628,-0.849156,4.43976,-42.6908,-42.4962,35.625,-0.223831,8.654,-4.32663,0.0810644,-0.0640205,0.0993795,-7.35919,-43.2769,3.993,34.25,9.3611,0.306547,-3.04784,0.119949,-0.0209287,0.0375722,-33.6657,0.898279,49.2281
2499105,8,68.0,34.3125,-1.82155,-6.81857,6.65564,-0.0627771,0.0246722,-0.0474146,6.25333,16.7879,-29.2125,37.625,0.412944,9.77575,0.366492,-0.00917869,0.0454852,-0.0319445,5.35436,-24.1349,-3.92347,33.875,9.19873,2.73419,-2.64008,-0.000179296,-0.0178423,0.00262447,-18.8132,16.0507,25.1513
1679762,0,129.0,34.75,-4.94483,7.12645,1.94333,-0.0824795,0.364185,-3.03484,15.9716,-32.881,-40.6106,38.5,1.91756,9.41904,-1.54114,0.0140511,0.122306,0.119006,23.3952,-40.9204,-4.83068,34.3125,2.27418,-3.08847,-0.320998,-1.53686,0.59183,2.66607,-36.1539,-27.7039,0.178579
434871,10,94.0,34.0,-9.34669,2.4119,1.23901,0.0215858,0.0258454,-0.0287274,30.9188,-21.0149,-18.9115,37.375,0.757234,9.3724,-3.42061,-0.0130369,0.0241312,-0.0307157,-1.76744,-31.7213,2.95423,34.75,9.6977,-1.22726,-1.4527,-0.0426418,-0.013136,-0.00295732,-19.7439,0.784967,38.6124
1203617,11,113.0,33.6875,-8.14231,13.008,7.6487,-1.01342,0.383495,0.406318,44.4018,13.1424,-23.0997,36.0,1.37871,6.41167,-6.61357,0.691688,0.114138,-0.0647269,32.6896,-19.5032,28.3894,34.4375,9.92739,1.65982,-1.81556,-0.072547,0.208961,-0.144322,-39.9383,-18.4124,-12.7522
2578533,10,86.0,34.8125,-6.57481,-0.721377,1.21413,-3.08428,0.249226,0.530358,46.554,0.2465,-21.7136,38.125,1.62889,5.62296,-0.643446,-0.138393,0.687261,-0.277732,-2.02005,-35.4666,-6.87154,34.8125,7.40766,2.48378,1.51078,-0.948781,-2.35477,-4.36853,-35.8774,18.6941,21.6842
1462293,8,80.0,34.9375,9.06721,-0.558251,3.48771,-0.188949,-0.0724282,0.1191,-19.8172,7.76328,-17.5565,36.875,1.0055,10.3055,1.03376,0.0963703,-0.0866328,-0.0176509,3.91837,-24.2122,-2.66399,34.125,8.87576,-2.83622,-3.72792,0.0207841,-0.0297797,0.0191102,-35.9725,3.14376,29.5027
1268678,3,134.0,32.375,-6.42394,6.55985,5.15602,1.73355,-0.380666,-0.81498,54.3912,-18.0424,-22.6684,35.625,1.04263,7.62464,-0.0410384,0.116137,-0.848108,-0.37013,-5.06866,-44.937,30.5272,33.5,10.3282,4.22954,-5.30046,-0.497275,-0.816388,-1.52887,-37.7894,-45.1481,38.2041
619828,1,115.0,32.375,-8.73507,5.60981,2.96931,1.12797,-0.0553234,-0.490682,50.7565,16.4436,-17.2305,37.0,0.678473,10.5762,-3.61956,0.515212,0.0456954,-0.167582,-6.18451,-30.7129,30.9589,34.9375,21.3352,9.29348,3.15493,0.610023,-1.56796,4.83744,-47.4694,11.448,23.6044
2553170,4,91.0,34.75,-6.01113,-0.440687,7.61053,1.25566,0.771748,-0.271798,12.8886,-2.68999,-48.0052,37.875,0.146607,9.93859,-3.51096,-0.108454,-0.385984,0.245251,-5.35252,-40.119,-3.4842,34.6875,9.34327,0.692015,-3.74503,-0.0259028,-0.0045417,0.0901205,-39.8673,-21.211,-0.125679
2155596,5,67.0,30.5,0.48519,4.4512,8.76898,-0.0107366,0.0284477,-0.0349147,-5.88636,16.4404,-33.254,33.0625,0.733361,2.26704,9.34124,-0.0220124,0.0174714,0.00736356,35.1385,4.20049,-32.642,30.3125,-1.06201,-8.91715,-4.67966,-0.0166799,-0.0270674,-0.00301964,-12.8,28.7886,-6.75457
1037593,10,119.0,31.125,-0.509349,7.24855,6.7433,-0.144736,0.132628,0.127133,-5.28741,-25.8628,-20.1693,36.9375,-0.150669,9.81701,0.627194,-0.0445635,0.0544558,0.00157328,-7.48252,-25.3306,9.2502,34.5625,9.74796,-0.253251,0.123948,-0.0130981,0.029141,0.0203613,-35.9634,15.6391,26.4019
332080,7,173.0,30.3125,-39.3483,37.1217,7.94663,3.50208,-2.521,-8.84344,48.673,-39.1493,-8.89472,33.6875,4.46977,19.7644,-12.835,3.50273,-2.3947,0.0801658,4.42428,-51.6378,32.0723,33.0,14.794,-3.83647,-2.00167,-0.0175944,0.548433,-2.53966,2.1047,-53.1481,-29.8485
1350863,0,124.0,29.4375,-11.2197,9.12547,3.57452,0.989329,-0.160454,-0.244371,55.1612,7.36663,-7.46988,34.75,-0.490596,9.54661,-0.539714,0.103049,0.580443,-0.419605,2.95639,-39.3007,30.551,33.0,25.955,12.6914,-7.35373,3.83389,-0.21353,4.82475,-48.5492,-0.258674,16.4138
547014,10,103.0,34.375,-9.35989,2.87283,1.85305,1.15969,-0.029708,0.677889,19.8461,-3.805,-29.4777,38.1875,0.736475,9.45171,-2.84043,0.00106402,-0.087978,-0.0385072,23.6115,-24.1882,2.98175,35.4375,9.69229,-0.997525,-1.68571,0.0153028,-0.011326,-0.0185426,-12.8718,6.71459,-2.9702
2231325,4,77.0,33.5625,-4.98957,0.167474,8.62445,-0.382625,0.30503,1.06212,8.21535,11.7068,-47.5581,36.4375,-1.51174,9.23307,-2.84173,-0.00780773,0.0351987,-0.0821414,7.17403,-38.7802,0.825485,32.6875,9.63499,-1.63794,-2.26117,0.0702225,0.00418186,-0.0537009,-34.438,-1.00695,44.9726
959139,11,97.0,33.125,-9.41198,4.13765,-1.00006,0.115688,0.325156,0.0289574,20.9919,-19.0586,-7.78251,36.625,-4.33709,6.95667,-6.71889,-0.211983,0.00679665,0.198969,11.9157,-22.3092,11.2647,34.0625,9.40731,1.76539,-0.393738,0.450688,-0.140149,-0.0438125,-8.92269,8.75898,32.42
1744081,7,150.0,33.8125,-7.95049,-4.9002,-0.562803,-0.126652,-0.545432,-2.39797,38.7657,-13.8549,-18.4627,36.5,0.149373,-0.964969,-1.11349,0.572666,-0.397283,-0.463732,12.3426,-23.0036,24.0376,34.0625,18.4663,-12.0747,-0.253536,-0.71435,-1.08878,-4.84286,-4.24299,-34.1528,12.0704
303610,2,129.0,31.25,-4.8392,9.21881,11.0978,0.0625225,0.350912,0.866363,-3.58397,6.20935,-59.4223,35.3125,1.63974,6.95648,-9.43724,-0.545571,0.40543,-0.772441,25.5823,-45.5854,26.15,33.5625,11.2545,7.26372,-0.949171,0.406786,0.198542,0.726505,-57.51,19.9936,-12.1182
80644,10,118.0,33.1875,8.25827,5.04913,1.87869,0.256528,-0.0503658,-0.00138006,-66.0537,3.56891,-29.2245,34.875,1.54673,9.58184,0.0778953,-0.00458927,-0.044475,-0.00647821,-16.3612,-58.5131,-32.1155,33.6875,9.63608,-1.64894,-0.910457,0.00380509,-0.00153251,0.0201182,-92.3535,-3.05507,47.2109
2627148,1,152.0,34.1875,-6.45304,-0.738476,3.64071,1.55993,0.887637,0.992656,32.0955,12.3215,-6.40335,38.0625,0.867965,6.85871,-2.01648,-0.747748,-2.09454,0.324356,16.725,-24.8188,2.08171,34.125,1.83975,2.26112,0.490319,-0.848544,2.44308,-3.95461,-26.939,29.1845,19.2923
1601557,3,151.0,34.5625,-8.94501,3.32389,1.74229,0.0284007,0.0187663,0.0429945,39.3132,-34.6096,-20.4376,37.9375,2.49348,9.42696,-0.0980541,-0.0439397,-0.00297252,0.00318696,-17.7854,-40.6888,-6.38756,33.75,9.36361,0.153709,-2.9311,-0.00990322,-0.0317521,0.0347657,-67.4325,18.6518,41.1461
787382,6,122.0,28.25,0.992885,6.27431,-7.47124,0.18508,-0.0960138,0.0262947,-1.87861,-14.0946,30.9548,31.9375,1.40135,9.21898,-3.52461,-0.0946588,-0.0128258,-0.0699022,-21.3443,-31.3547,9.88978,30.125,9.6768,-1.22116,-2.18615,-0.0255686,-0.040339,0.016526,-35.553,-0.274843,35.7597
2801379,10,115.0,30.875,-9.57816,-1.48838,1.90299,-0.0146668,0.014961,-0.036237,56.0957,-2.3674,-14.2368,34.0625,0.277343,9.66716,0.945203,-0.0765745,0.0115994,0.00815148,-2.48468,-52.0991,5.48705,31.6875,9.63243,-0.648503,-2.53746,0.02261,0.0552507,-0.000568777,-46.3515,14.0373,11.7245
1992331,10,147.0,33.0625,-14.1703,3.91987,0.160997,3.32076,-0.0323176,-3.69256,39.7423,-16.1469,-27.5058,36.6875,-1.90752,12.195,-4.91074,-0.545351,-0.10679,-0.330991,13.8096,-40.4409,-1.798,34.9375,16.1214,-11.4184,-9.11867,-2.93233,0.577631,-2.64316,-39.6488,-22.1382,-5.22979
1370629,10,113.0,28.875,-4.95895,8.47654,0.16814,-0.000696472,0.0344903,-0.004507,28.2807,-31.5444,-28.7015,34.1875,0.274311,9.81699,0.828498,0.0251155,0.048196,-0.0395217,18.9109,-38.5506,-16.1557,32.75,9.48211,2.60151,-0.552518,0.0211184,0.0371993,-0.0204354,-36.1302,-11.5218,-12.8887
2779340,0,124.0,30.6875,0.238132,-6.83076,2.87628,-0.162008,-0.121061,0.2474,34.6088,31.4191,-11.1174,33.8125,0.697853,5.66851,0.0752364,-0.0638413,-0.642547,-0.237933,10.4971,-36.4764,23.5372,31.8125,15.443,1.38674,-5.15319,-2.19671,-1.67058,-6.2796,-39.4159,24.7681,13.2966
777796,10,112.0,27.75,-9.14218,3.80585,0.313673,-0.0807182,-0.0555349,0.0266368,44.7321,-8.99745,-17.2043,31.25,0.830199,8.4219,-4.73271,0.0358292,-0.00829271,-0.00745587,14.286,-33.7867,23.543,29.75,9.52146,-0.610144,-2.50025,0.250631,-0.0341001,0.0054953,-39.7794,15.9616,12.0782
316408,7,148.0,30.9375,-0.941631,14.849,-0.755366,1.30834,-1.70698,-0.935211,32.5926,-58.7966,-16.329,34.125,-3.31644,17.749,-2.82466,-0.625576,-1.88304,1.27087,7.99846,-66.0801,-2.33742,33.3125,5.90157,3.11975,-5.49333,1.39878,-1.36688,6.0553,-58.963,-29.7125,13.1095
2819012,10,195.0,30.8125,-0.679568,2.94703,9.25694,0.0209079,0.303356,0.266832,22.4599,-8.77874,-38.4077,34.125,-0.73833,9.69353,-1.20294,0.0536905,-0.236842,0.158919,16.7676,-31.4095,13.3998,31.6875,9.25797,-0.255119,-3.93297,-0.063201,0.0862942,0.0294306,-17.5931,13.0309,25.8682
187375,1,131.0,33.8125,-15.1095,2.83884,-2.73598,-1.43053,1.48257,5.44659,21.0715,-57.9266,10.3142,36.875,2.43237,7.05374,-5.82215,-0.483504,1.33962,-0.539222,-39.7215,-46.6782,5.30002,34.9375,9.51541,-0.0866991,-1.50023,-0.027252,-0.0620278,-0.60442,-41.3197,5.32333,53.4432
1840743,8,82.0,33.5,-2.47309,4.28191,8.45583,0.0249852,-0.0448188,0.0141581,10.8816,-14.4816,-26.5388,35.9375,0.992621,7.32715,6.03821,-0.0134247,-0.0102107,-0.0346757,4.80634,-15.7176,-17.5115,34.75,9.77394,-0.961958,-1.45356,0.0312899,0.00413943,0.0336352,-20.1172,-2.59703,9.99228
1600696,1,150.0,34.625,-11.6201,3.5836,2.97142,-0.617358,0.12105,-0.888815,25.52,-5.09537,-38.8299,37.9375,0.403101,13.2382,-5.45308,-0.427368,0.705206,-0.472445,18.9927,-22.5903,10.8271,33.6875,13.8993,-4.01599,2.08076,-1.80205,0.583096,-0.198143,-35.6957,16.3954,-12.494
1550160,11,98.0,35.3125,-7.19745,2.07398,7.73822,1.04749,0.985898,1.09191,17.913,-29.8716,-25.0162,37.6875,-0.958797,5.42894,-8.279,-0.882307,-0.484588,0.393802,-10.4305,-13.7868,30.031,34.3125,9.84757,-1.8153,-3.95583,0.218445,0.0138119,-0.451816,2.34975,15.9594,46.5006
671383,12,122.0,31.4375,-8.72261,2.19465,2.94254,-0.308901,0.590608,-2.23917,11.9278,-47.7251,-14.0056,36.3125,-4.19203,9.77683,-7.2288,0.163345,-0.564135,0.175426,-6.73515,-48.6645,4.32691,34.4375,12.4753,-2.83954,-6.08354,-0.526427,0.49943,-2.94478,-45.3206,-8.10242,19.5411
2565045,4,93.0,34.75,-3.39935,-1.55804,7.9998,-1.60735,-0.0512301,-0.112653,13.5636,-6.32517,-48.5094,38.0,-0.495794,10.0259,-2.05148,0.0797167,-0.0719144,0.0171591,-10.5373,-40.5751,-0.979609,34.6875,9.22732,0.199456,-3.78175,0.114472,0.0257606,-0.0179338,-45.2354,-11.1726,-4.83667
1967696,3,110.0,33.5,-5.59263,1.7253,8.34075,0.669986,0.840975,-0.447675,14.043,-13.9108,-34.0289,36.75,1.2044,8.98098,0.151088,-0.497573,0.285828,0.266069,9.96585,-34.6177,-8.34401,35.125,15.3827,-3.45705,-2.42248,-1.2185,-0.218826,-0.989503,-40.2964,17.4354,0.395309
1047930,12,120.0,30.5,-8.06909,1.20537,-5.24215,9.41131,-2.81005,-0.0945708,30.9286,-31.1344,-27.4689,37.0,-2.03369,9.60494,-3.7817,0.134223,-0.358258,-0.142386,26.9479,-32.0679,21.531,34.625,16.3095,0.771219,-4.83177,-0.0154491,-0.881213,-4.11829,-20.0936,-30.9155,8.69402
472246,4,84.0,34.25,0.087354,-0.104126,12.3962,-0.441358,-0.518118,-0.199399,2.60777,-22.8494,-61.6581,37.625,0.0106272,9.10616,-4.16897,0.0402355,0.134247,-0.140501,-8.15508,-33.7296,1.50624,35.0625,9.58864,-1.45565,-1.29804,0.00871877,-0.0400323,-0.203948,-37.9637,12.5882,37.2782
51197,8,93.0,32.625,-7.84234,4.01837,3.98873,0.000375268,-0.00192328,0.00853666,-1.98256,-49.5618,-28.4479,34.25,1.05985,9.81112,0.339376,-0.0184433,0.0454215,0.00454227,11.5345,-63.1868,-38.3178,33.0,9.19024,1.11222,-3.94215,0.0141722,0.0319127,-0.00711176,-84.8909,38.353,16.028
247997,10,123.0,32.75,3.2598,9.7055,0.556516,0.0238421,0.0573558,0.110193,4.5009,-49.6909,-22.2742,37.0625,0.0286373,9.72984,-1.03428,0.0298628,-0.00543928,-0.0246094,25.7766,-40.9359,5.81128,34.375,9.79018,-0.178835,0.278277,-0.025523,-0.0105157,-0.00446317,-41.5075,0.142629,-22.1156
2671930,10,123.6,33.5,-14.8922,-1.37769,1.13024,1.14484,-0.810087,-2.1668,54.6013,-13.4438,4.20588,37.75,-1.62455,11.6885,-1.72885,-0.0261708,-0.47611,0.0422498,15.3717,-43.9912,8.24434,33.5,10.1839,-2.55049,-2.52001,0.475239,-0.0688969,1.14404,-54.8109,11.0585,37.228
243399,12,125.0,32.9375,-7.25123,2.03118,2.92664,2.99947,0.211164,-1.41523,83.4048,6.1398,-6.37405,37.1875,0.628458,5.51102,-0.970974,0.225938,-0.2636,0.47308,-9.10978,-65.9423,44.9634,34.5,4.67672,-2.32386,-2.80943,1.14147,-1.84625,3.48683,-44.6297,-72.7431,-8.38536
853432,5,69.0,31.375,6.9252,2.86134,6.36913,-0.00752993,0.0191889,0.0508948,6.72083,1.83969,-45.3528,33.8125,1.3814,-0.293856,9.59363,-0.00984661,-0.0222851,-0.0091905,31.3567,9.35506,-27.4999,31.8125,0.767242,-9.84478,0.593038,0.0551615,0.00777306,-0.000140617,-16.0064,18.7158,-9.50061
2659452,10,160.0,33.8125,-16.2481,-1.66902,1.30335,-2.10298,2.6216,2.87337,58.3216,35.6209,-0.429863,37.875,0.65558,10.1458,-0.482176,0.187458,0.000936844,-0.279897,30.3215,-46.7289,2.15971,33.75,1.85928,0.352872,-7.64004,-0.310605,0.551922,0.321458,-28.3503,57.7649,38.6852
1000228,3,150.0,32.125,-12.3646,2.10549,2.50341,-3.04484,0.500268,-3.29809,16.5511,-15.0707,-52.4757,36.75,-2.90754,15.8699,3.46165,0.248455,-0.397373,-0.00392269,6.11668,-32.9267,-16.1725,34.375,32.8485,10.0159,-10.4694,-0.646985,0.210149,6.10094,-34.837,34.4629,18.1765
2615230,10,94.9090909090909,34.5,-13.0129,-0.230542,-0.461949,2.56928,-2.03441,-3.42859,67.0925,-14.9929,-15.8885,38.125,0.42991,6.53459,-0.0485958,-0.147834,0.57703,0.463867,-16.0321,-45.1705,24.107,34.5,8.90099,-1.15973,-4.47127,1.07156,0.0073118,0.0143461,-78.4672,60.7012,12.1247
1699636,10,108.0,34.625,8.09159,-1.97831,5.05587,-0.559871,0.00591125,0.0741695,-18.1154,-2.75718,-25.6325,38.25,-1.06313,9.82038,0.688094,-0.0936011,-0.00683052,-0.11524,8.57662,-35.0975,6.0315,34.375,9.81602,-0.279081,-1.41878,0.072887,-0.0266408,0.0303051,-48.469,19.1384,3.05939
297934,2,127.0,31.5,-0.4996,1.41866,8.22563,-0.618353,0.240402,-0.326796,-2.76228,-2.66792,-66.7026,35.9375,0.571231,5.60481,-9.37476,0.0993743,0.222734,-0.582763,21.5273,-53.6481,30.613,33.75,16.2399,4.08441,-1.34139,0.369755,0.0222857,-0.657726,-67.3606,17.8692,-0.301328
1334990,10,111.0,29.875,-3.62266,8.49907,3.84438,0.471057,-0.282522,-0.335298,10.8564,-37.3271,-45.8225,35.0625,0.465245,9.07523,-2.96028,-0.432054,-0.225999,-0.0994774,16.2559,-45.0495,2.47532,33.0625,9.62874,0.748862,-1.62002,-0.0616984,0.0384994,-0.0946886,-95.3691,28.2042,13.805
1078386,10,114.0,32.1875,-13.5506,4.46874,2.67011,-4.80669,1.8042,0.10266,42.7944,17.7102,-1.73335,34.0,3.61778,11.263,-0.896793,0.749413,2.83923,0.190395,12.7185,-36.9437,22.0043,32.6875,10.5572,-0.634619,-0.289871,0.0911224,-0.513811,0.262106,-41.4379,-1.59954,-12.3515
2441354,2,120.0,32.6875,-9.25034,4.83301,8.96825,-0.517847,-0.107033,0.0159229,15.5722,-17.2285,-48.0537,37.625,0.536521,8.35013,-4.35059,-0.414409,-0.0244473,0.600225,-4.25327,-40.438,15.9839,32.1875,12.6683,3.55194,-3.14983,-0.269265,0.239116,-1.88388,-39.9371,-9.15054,28.2265
778370,10,111.0,27.8125,-4.74267,6.65551,4.60357,0.872571,-0.268853,0.140829,26.1114,-21.4944,-36.1052,31.3125,0.0946156,9.44636,-3.93623,-0.331133,-0.720239,0.318648,18.8222,-35.7823,17.4802,29.75,9.55244,-1.63521,-2.53216,-0.713681,0.290111,0.254135,-37.7886,20.1402,16.1912
1013416,3,156.0,31.75,-4.00952,9.20833,-2.01389,0.0516563,0.110559,0.0211935,5.78879,-22.1225,2.88989,36.75,-0.693822,9.66599,0.308077,-0.229632,0.28989,0.152835,-2.83164,-21.7833,7.60947,34.4375,9.63853,-0.536204,-2.34515,0.101708,-0.0367279,0.0909422,-26.5392,5.52085,23.8651
1369182,10,122.0,28.875,-6.81567,3.81053,-5.57855,2.14423,0.761714,0.485672,23.4252,-25.3145,-7.99479,34.25,0.290553,11.9192,-0.107344,0.517122,-0.314507,-0.0519078,14.5754,-26.5277,-14.2801,32.75,5.10465,2.70964,-5.80767,-1.02022,-0.238263,-1.14435,-25.8623,-11.7273,3.74205
772890,7,145.0,28.875,7.87929,2.755005,-0.409244,0.6764955,0.5074239999999999,0.167505,33.8277,-17.387999999999998,-30.59435,32.1875,4.38494,-0.157961,-2.23973,0.734593,1.08172,-0.343157,15.1091,-26.1615,29.8172,31.6875,19.9371,-21.0308,-53.2049,5.94661,-0.425251,-3.85255,-42.0263,-0.593711,10.1871
1704803,10,119.0,34.6875,-3.4834,3.18423,7.86708,0.0205396,0.0452083,-0.143428,17.8592,-18.9559,-36.3682,38.25,1.02621,9.77463,0.493769,-0.145484,0.0510845,-0.0380825,-4.62218,-30.7331,-1.84036,34.4375,9.79203,-0.663027,-0.876386,-0.00852023,0.0112611,0.034385,-22.4083,7.97278,19.191
1596511,1,120.0,34.6875,-8.3335,2.64902,3.17776,-0.71038,0.307824,-0.00996565,28.3231,-27.2014,-25.9721,37.9375,-0.557198,11.3089,-1.66956,0.517749,0.235861,-0.0961824,-2.07039,-31.8534,-7.17441,33.8125,8.49575,10.8894,-10.4544,3.59941,1.54507,2.61999,-36.2715,12.4959,8.78329
2273102,11,97.0,34.1875,-9.28711,3.12567,-3.72738,0.319262,-0.757061,0.257387,44.3439,-1.36316,-7.39502,37.4375,5.6988,4.73668,-7.22683,0.585006,-0.395546,0.537137,-22.7376,-4.17149,25.6606,33.1875,8.66173,-3.14208,-3.30374,-0.586417,-0.368581,0.041118,-23.9334,-32.3992,11.7154
1243399,10,112.0,32.625,-7.75735,5.29804,2.90804,0.124215,-0.0931404,-0.0420909,30.1863,-52.6188,-29.1025,35.4375,0.904979,9.48113,1.57671,0.0615724,-0.0689441,-0.00600647,-10.909,-46.6195,-4.04997,33.4375,9.31557,0.233096,-3.31798,-0.050247,0.0155434,-0.00585933,-62.6692,12.6321,44.9993
1945554,10,101.0,33.8125,-7.75735,5.29804,2.90804,-0.00188157,0.0618087,-0.0437493,43.5431,-2.30766,0.748712,36.75,1.36322,9.6593,0.306645,0.0494357,0.0820586,-0.0824433,13.455,-29.4941,25.0692,35.1875,9.55863,0.188244,-2.65918,0.0377929,-0.0282573,-0.00761387,-20.5073,-11.6086,3.61892
556362,1,147.0,34.125,-5.35112,5.04904,2.63702,-0.678384,-0.0280518,-0.739004,44.6941,-25.3751,-4.303,38.0625,0.440292,4.97658,-2.13427,0.12246,-0.950735,0.363375,3.06885,-34.4253,24.3525,35.3125,5.64775,-1.88381,-1.64451,0.394108,-0.366832,-0.288711,-18.0182,-29.1408,19.2172
81245,10,118.0,33.1875,-3.57063,10.264,6.07148,2.45451,-0.586177,-1.0236,7.34771,-61.1697,-22.5462,34.875,1.4981,9.34504,-1.5485,-0.193427,-0.0817359,-0.180771,-30.8345,-58.4983,-5.36796,33.6875,10.2219,0.708706,-1.80664,-0.0832129,0.158463,-0.896326,-65.223,-39.2309,40.6618
2819008,10,195.0,30.8125,-0.762916,3.55163,8.90727,0.00531708,0.244354,0.110138,22.838,-8.92328,-38.8013,34.125,-1.125,9.76874,-1.40379,0.0283969,-0.20843,0.13404,16.7819,-31.28,12.4121,31.6875,9.18822,-0.332188,-3.74026,0.0178034,0.0412367,-0.0330101,-17.0666,12.4909,26.2962
1084463,5,113.0,32.5,0.0319436,-2.59927,9.13236,0.000992308,0.0607694,-0.0228553,39.1394,8.81983,-40.6479,34.375,-0.29215,2.76027,9.3985,-0.0112175,-0.0689299,-0.0130356,40.441,-0.899362,-29.3331,33.0625,1.83908,-9.69561,0.101439,-0.204352,0.0157281,0.0252464,-20.3148,19.2337,-12.3014
501707,10,88.0,34.4375,-16.8644,5.60421,-0.539325,3.7819,-0.276958,0.498598,39.2185,-27.4895,-9.81806,37.9375,3.86721,-7.58086,-8.76882,-1.36315,-1.53597,0.987201,3.60058,12.265,36.5589,35.1875,9.3029,-1.16422,0.433754,-0.522185,-0.379629,-0.0131705,-39.4152,32.0803,1.84971
699700,0,121.0,30.625,-4.49179,14.8488,0.346078,-0.405928,-0.767622,-2.03194,-0.333637,-51.9682,-1.065,35.6875,-1.49562,8.10166,-8.6459,0.257896,0.272267,-0.617738,-3.30888,-52.3483,3.63846,34.25,15.5213,-3.66155,-5.39118,-2.86847,0.839676,-2.33883,-50.9037,-0.969453,20.6531
852471,5,70.0,31.375,7.02386,2.66741,5.98639,-0.0360665,0.0178093,-0.010521,5.94715,1.44328,-44.8853,33.75,1.14888,-0.444532,9.47375,-0.0366819,0.0251665,-0.00728269,31.606,8.79137,-27.8646,31.75,0.659366,-9.84535,0.746293,0.049593,-0.00807339,0.0178141,-16.002,19.032,-8.38326
2193436,8,75.0,31.875,-1.67787,6.72812,6.91999,-0.0112194,0.000285555,0.00511414,6.96216,-20.4752,-23.6074,34.8125,-0.152515,9.68619,-2.00544,-0.0256647,-0.00969494,-0.0229161,6.9398,-25.2319,2.43898,31.5625,9.07371,-1.39556,-3.61907,0.0109187,0.00938264,0.00212125,-5.2046,-7.32885,11.0431
2469803,5,71.0,33.9375,6.37618,-1.87362,6.76175,-0.0146695,-0.00556835,-0.0226946,-39.7446,-8.66906,-15.1855,37.0,0.923226,-0.593654,9.58631,0.00762039,0.0110657,0.0035072,34.905,15.5543,-29.042,33.5,-1.02308,6.59693,-7.55399,-0.00786169,-0.0169265,-0.0123542,-14.8311,9.32346,37.7961
1449425,8,83.0,34.9375,-0.334314,7.54658,6.28307,0.0700595,-0.0430135,-0.0695903,6.87611,-25.5561,-19.9019,36.8125,0.522889,9.55737,1.53082,0.0703369,-0.00798577,0.0172488,0.359495,-25.2396,-4.51597,34.125,8.72227,-3.13838,-3.8048,0.0314296,0.0378962,0.0016549,-25.741,3.25003,20.3195
2785938,0,122.0,30.75,-5.76033,6.67261,1.39382,1.54186,-0.437224,1.47691,-5.60899,28.0855,-40.8054,33.8125,2.75589,17.7039,-1.01079,-0.497875,-0.0162086,0.10654,-9.11139,-39.7153,-10.1399,31.8125,20.216,2.44763,-8.54529,1.6693,1.53783,2.83698,-47.1019,11.101,7.47032
972762,11,95.0,33.1875,-5.68991,7.86189,-5.53687,0.884322,-0.768903,0.164948,35.9905,-17.6691,-39.649,36.8125,-1.23375,5.80423,-8.59497,0.308236,-0.084142,-0.104104,31.5672,-26.6172,31.7824,34.1875,9.57518,2.72049,-1.24691,-0.0430922,0.0432624,0.09525,-39.6821,-2.45223,-22.6533
